Instance;Feature 1;Feature 2;Feature 3;Feature 4;Feature 5 (meaningless but please still use it);Feature 6;Feature 7;Feature 8;Feature 9;Feature 10;Target;Target Class
7575;55223;66268;79522;95426;13712;137413;164896;197875;237450;284940;1319013;Very Large Number
7576;48163;57796;69355;83226;38777;119845;143814;172577;207092;248510;1150378;Very Large Number
7577;41095;49314;59177;71012;46799;102257;122708;147250;176700;212040;981553;Very Large Number
7578;97232;116678;140014;168017;30938;241944;290333;348400;418080;501696;2322394;Very Large Number
7579;88775;106530;127836;153403;55658;220901;265081;318097;381716;458059;2120398;Very Large Number
7580;63365;76038;91246;109495;99780;157673;189208;227050;272460;326952;1513487;Very Large Number
7581;53277;63932;76718;92062;2008;132569;159083;190900;229080;274896;1272517;Very Large Number
7582;83285;99942;119930;143916;29358;207239;248687;298424;358109;429731;1989263;Very Large Number
7583;35931;43117;51740;62088;77982;89407;107288;128746;154495;185394;858206;Very Large Number
7584;4521;5425;6510;7812;68128;11249;13499;16199;19439;23327;107981;Large Number
7585;79635;95562;114674;137609;44807;198157;237788;285346;342415;410898;1902084;Very Large Number
7586;30752;36902;44282;53138;79174;76519;91823;110188;132226;158671;734501;Very Large Number
7587;20415;24498;29398;35278;57977;50801;60961;73153;87784;105341;487629;Large Number
7588;87366;104839;125807;150968;59676;217394;260873;313048;375658;450790;2086743;Very Large Number
7589;53747;64496;77395;92874;86650;133739;160487;192584;231101;277321;1283744;Very Large Number
7590;77112;92534;111041;133249;54813;191879;230255;276306;331567;397880;1841823;Very Large Number
7591;78356;94027;112832;135398;74291;194974;233969;280763;336916;404299;1871534;Very Large Number
7592;50201;60241;72289;86747;2822;124915;149898;179878;215854;259025;1199048;Very Large Number
7593;51507;61808;74170;89004;93224;128166;153799;184559;221471;265765;1230249;Very Large Number
7594;11346;13615;16338;19606;95161;28232;33878;40654;48785;58542;270996;Large Number
7595;20775;24930;29916;35899;75939;51695;62034;74441;89329;107195;496214;Large Number
7596;80827;96992;116390;139668;87697;201122;241346;289615;347538;417046;1930544;Very Large Number
7597;51444;61733;74080;88896;65693;128010;153612;184334;221201;265441;1228751;Very Large Number
7598;1739;2087;2504;3005;17201;4327;5192;6230;7476;8971;41531;Medium Number
7599;66209;79451;95341;114409;76766;164749;197699;237239;284687;341624;1581408;Very Large Number
7600;556;667;800;960;11271;1382;1658;1990;2388;2866;13267;Medium Number
7601;75880;91056;109267;131120;90309;188813;226576;271891;326269;391523;1812395;Very Large Number
7602;65216;78259;93911;112693;56129;162278;194734;233681;280417;336500;1557689;Very Large Number
7603;35677;42812;51374;61649;5212;88775;106530;127836;153403;184084;852140;Very Large Number
7604;6446;7735;9282;11138;83961;16039;19247;23096;27715;33258;153956;Large Number
7605;63264;75917;91100;109320;42129;157421;188905;226686;272023;326428;1511064;Very Large Number
7606;86905;104286;125143;150172;92623;216247;259496;311395;373674;448409;2075727;Very Large Number
7607;46686;56023;67228;80674;29001;116171;139405;167286;200743;240892;1115108;Very Large Number
7608;61859;74231;89077;106892;64792;153924;184709;221651;265981;319177;1477501;Very Large Number
7609;22798;27358;32830;39396;33117;56730;68076;81691;98029;117635;544543;Very Large Number
7610;13481;16177;19412;23294;18687;33544;40253;48304;57965;69558;321988;Large Number
7611;80768;96922;116306;139567;66874;200976;241171;289405;347286;416743;1929144;Very Large Number
7612;72314;86777;104132;124958;52984;179940;215928;259114;310937;373124;1727224;Very Large Number
7613;61042;73250;87900;105480;25905;151891;182269;218723;262468;314962;1457985;Very Large Number
7614;81495;97794;117353;140824;60464;202787;243344;292013;350416;420499;1946525;Very Large Number
7615;69516;83419;100103;120124;18524;172979;207575;249090;298908;358690;1660404;Very Large Number
7616;85351;102421;122905;147486;43124;212380;254856;305827;366992;440390;2038608;Very Large Number
7617;66508;79810;95772;114926;93454;165493;198592;238310;285972;343166;1588549;Very Large Number
7618;62443;74932;89918;107902;14446;155378;186454;223745;268494;322193;1491459;Very Large Number
7619;88695;106434;127721;153265;16291;220702;264842;317810;381372;457646;2118487;Very Large Number
7620;60486;72583;87100;104520;33417;150509;180611;216733;260080;312096;1444718;Very Large Number
7621;81457;97748;117298;140758;30265;202692;243230;291876;350251;420301;1945611;Very Large Number
7622;13591;16309;19571;23485;10564;33818;40582;48698;58438;70126;324618;Large Number
7623;13391;16069;19283;23140;72883;33322;39986;47983;57580;69096;319850;Large Number
7624;12060;14472;17366;20839;17625;30008;36010;43212;51854;62225;288046;Large Number
7625;11847;14216;17059;20471;32612;29478;35374;42449;50939;61127;282960;Large Number
7626;74929;89915;107898;129478;67855;186449;223739;268487;322184;386621;1789700;Very Large Number
7627;30656;36787;44144;52973;57195;76282;91538;109846;131815;158178;732219;Very Large Number
7628;18464;22157;26588;31906;86992;45944;55133;66160;79392;95270;441014;Large Number
7629;1108;1330;1596;1915;52643;2758;3310;3972;4766;5719;26474;Medium Number
7630;81948;98338;118006;141607;19793;203914;244697;293636;352363;422836;1957345;Very Large Number
7631;85658;102790;123348;148018;97763;213146;255775;306930;368316;441979;2045960;Very Large Number
7632;55229;66275;79530;95436;28810;137428;164914;197897;237476;284971;1319156;Very Large Number
7633;92769;111323;133588;160306;16346;230840;277008;332410;398892;478670;2215806;Very Large Number
7634;56047;67256;80707;96848;3798;139462;167354;200825;240990;289188;1338677;Very Large Number
7635;17193;20632;24758;29710;9725;42782;51338;61606;73927;88712;410658;Large Number
7636;64289;77147;92576;111091;43232;159971;191965;230358;276430;331716;1535543;Very Large Number
7637;20742;24890;29868;35842;27262;51612;61934;74321;89185;107022;495416;Large Number
7638;46181;55417;66500;79800;77683;114912;137894;165473;198568;238282;1103027;Very Large Number
7639;67133;80560;96672;116006;53773;167048;200458;240550;288660;346392;1603479;Very Large Number
7640;5442;6530;7836;9403;69072;13541;16249;19499;23399;28079;129978;Large Number
7641;48832;58598;70318;84382;39112;121510;145812;174974;209969;251963;1166358;Very Large Number
7642;98131;117757;141308;169570;11474;244181;293017;351620;421944;506333;2343861;Very Large Number
7643;33687;40424;48509;58211;26007;83824;100589;120707;144848;173818;804617;Very Large Number
7644;73148;87778;105334;126401;41473;182017;218420;262104;314525;377430;1747157;Very Large Number
7645;49268;59122;70946;85135;33245;122594;147113;176536;211843;254212;1176769;Very Large Number
7646;29796;35755;42906;51487;90503;74141;88969;106763;128116;153739;711672;Very Large Number
7647;21440;25728;30874;37049;48893;53351;64021;76825;92190;110628;512106;Very Large Number
7648;22702;27242;32690;39228;60170;56489;67787;81344;97613;117136;542231;Very Large Number
7649;3920;4704;5645;6774;10670;9755;11706;14047;16856;20227;93634;Large Number
7650;54670;65604;78725;94470;52295;136037;163244;195893;235072;282086;1305801;Very Large Number
7651;87795;105354;126425;151710;97718;218462;262154;314585;377502;453002;2096989;Very Large Number
7652;99835;119802;143762;172514;51554;248420;298104;357725;429270;515124;2384556;Very Large Number
7653;46382;55658;66790;80148;69197;115414;138497;166196;199435;239322;1107842;Very Large Number
7654;26359;31631;37957;45548;27027;65590;78708;94450;113340;136008;629591;Very Large Number
7655;98252;117902;141482;169778;3788;244481;293377;352052;422462;506954;2346740;Very Large Number
7656;1626;1951;2341;2809;34423;4045;4854;5825;6990;8388;38829;Medium Number
7657;74733;89680;107616;129139;83426;185960;223152;267782;321338;385606;1785006;Very Large Number
7658;66990;80388;96466;115759;68615;166693;200032;240038;288046;345655;1600067;Very Large Number
7659;15143;18172;21806;26167;41822;37680;45216;54259;65111;78133;361687;Large Number
7660;1675;2010;2412;2894;64364;4168;5002;6002;7202;8642;40007;Medium Number
7661;35514;42617;51140;61368;95041;88370;106044;127253;152704;183245;848255;Very Large Number
7662;51926;62311;74773;89728;33575;129209;155051;186061;223273;267928;1240260;Very Large Number
7663;7602;9122;10946;13135;97979;18914;22697;27236;32683;39220;181555;Large Number
7664;1261;1513;1816;2179;98875;3138;3766;4519;5423;6508;30123;Medium Number
7665;4305;5166;6199;7439;84842;10712;12854;15425;18510;22212;102822;Large Number
7666;74180;89016;106819;128183;17128;184584;221501;265801;318961;382753;1771798;Very Large Number
7667;50736;60883;73060;87672;11956;126247;151496;181795;218154;261785;1211828;Very Large Number
7668;8007;9608;11530;13836;66734;19924;23909;28691;34429;41315;191249;Large Number
7669;49103;58924;70709;84851;98145;122185;146622;175946;211135;253362;1172837;Very Large Number
7670;29046;34855;41826;50191;57614;72275;86730;104076;124891;149869;693759;Very Large Number
7671;22053;26464;31757;38108;84747;54876;65851;79021;94825;113790;526745;Very Large Number
7672;44371;53245;63894;76673;27906;110410;132492;158990;190788;228946;1059809;Very Large Number
7673;34938;41926;50311;60373;9251;86938;104326;125191;150229;180275;834507;Very Large Number
7674;46747;56096;67315;80778;62980;116321;139585;167502;201002;241202;1116548;Very Large Number
7675;30742;36890;44268;53122;28396;76495;91794;110153;132184;158621;734269;Very Large Number
7676;15692;18830;22596;27115;736;39046;46855;56226;67471;80965;374796;Large Number
7677;57785;69342;83210;99852;30089;143786;172543;207052;248462;298154;1380186;Very Large Number
7678;5452;6542;7850;9420;46651;13565;16278;19534;23441;28129;130211;Large Number
7679;59112;70934;85121;102145;72914;147089;176507;211808;254170;305004;1411890;Very Large Number
7680;83241;99889;119867;143840;49438;207130;248556;298267;357920;429504;1988214;Very Large Number
7681;58719;70463;84556;101467;67673;146112;175334;210401;252481;302977;1402510;Very Large Number
7682;30894;37073;44488;53386;21957;76876;92251;110701;132841;159409;737919;Very Large Number
7683;78618;94342;113210;135852;13945;195626;234751;281701;338041;405649;1877790;Very Large Number
7684;88815;106578;127894;153473;84074;221002;265202;318242;381890;458268;2121364;Very Large Number
7685;41237;49484;59381;71257;18969;102610;123132;147758;177310;212772;984941;Very Large Number
7686;35644;42773;51328;61594;30556;88696;106435;127722;153266;183919;851377;Very Large Number
7687;97974;117569;141083;169300;89541;243792;292550;351060;421272;505526;2340126;Very Large Number
7688;46984;56381;67657;81188;45631;116911;140293;168352;202022;242426;1122214;Very Large Number
7689;34063;40876;49051;58861;93952;84760;101712;122054;146465;175758;813600;Very Large Number
7690;46138;55366;66439;79727;85337;114806;137767;165320;198384;238061;1102008;Very Large Number
7691;45014;54017;64820;77784;72773;112009;134411;161293;193552;232262;1075162;Very Large Number
7692;94661;113593;136312;163574;77473;235547;282656;339187;407024;488429;2260983;Very Large Number
7693;48661;58393;70072;84086;74141;121084;145301;174361;209233;251080;1162271;Very Large Number
7694;4703;5644;6773;8128;69511;11705;14046;16855;20226;24271;112351;Large Number
7695;39307;47168;56602;67922;42800;97807;117368;140842;169010;202812;938838;Very Large Number
7696;72053;86464;103757;124508;14576;179292;215150;258180;309816;371779;1720999;Very Large Number
7697;76044;91253;109504;131405;81383;189223;227068;272482;326978;392374;1816331;Very Large Number
7698;31553;37864;45437;54524;48421;78515;94218;113062;135674;162809;753656;Very Large Number
7699;13557;16268;19522;23426;46572;33733;40480;48576;58291;69949;323802;Large Number
7700;10016;12019;14423;17308;31158;24924;29909;35891;43069;51683;239242;Large Number
7701;68123;81748;98098;117718;74766;169514;203417;244100;292920;351504;1627142;Very Large Number
7702;71908;86290;103548;124258;12488;178932;214718;257662;309194;371033;1717543;Very Large Number
7703;20419;24503;29404;35285;73418;50810;60972;73166;87799;105359;487717;Large Number
7704;45272;54326;65191;78229;76503;112650;135180;162216;194659;233591;1081314;Very Large Number
7705;67772;81326;97591;117109;51026;168637;202364;242837;291404;349685;1618725;Very Large Number
7706;97165;116598;139918;167902;83593;241778;290134;348161;417793;501352;2320801;Very Large Number
7707;69062;82874;99449;119339;46368;171848;206218;247462;296954;356345;1649551;Very Large Number
7708;97075;116490;139788;167746;12253;241554;289865;347838;417406;500887;2318649;Very Large Number
7709;18299;21959;26351;31621;92618;45534;54641;65569;78683;94420;437077;Large Number
7710;13764;16517;19820;23784;65233;34249;41099;49319;59183;71020;328755;Large Number
7711;83298;99958;119950;143940;97625;207274;248729;298475;358170;429804;1989598;Very Large Number
7712;12557;15068;18082;21698;68032;31246;37495;44994;53993;64792;299925;Large Number
7713;72002;86402;103682;124418;53479;179162;214994;257993;309592;371510;1719755;Very Large Number
7714;10524;12629;15155;18186;18778;26188;31426;37711;45253;54304;251376;Large Number
7715;2198;2638;3166;3799;35382;5471;6565;7878;9454;11345;52514;Large Number
7716;50937;61124;73349;88019;89221;126748;152098;182518;219022;262826;1216641;Very Large Number
7717;2894;3473;4168;5002;87980;7202;8642;10370;12444;14933;69128;Large Number
7718;27263;32716;39259;47111;6691;67840;81408;97690;117228;140674;651189;Very Large Number
7719;43503;52204;62645;75174;1415;108251;129901;155881;187057;224468;1039084;Very Large Number
7720;8480;10176;12211;14653;99702;21101;25321;30385;36462;43754;202543;Large Number
7721;15463;18556;22267;26720;23145;38477;46172;55406;66487;79784;369332;Large Number
7722;11371;13645;16374;19649;71654;28295;33954;40745;48894;58673;271600;Large Number
7723;49637;59564;71477;85772;606;123511;148213;177856;213427;256112;1185569;Very Large Number
7724;23511;28213;33856;40627;71067;58502;70202;84242;101090;121308;561551;Very Large Number
7725;89950;107940;129528;155434;85903;223825;268590;322308;386770;464124;2148469;Very Large Number
7726;22133;26560;31872;38246;82770;55074;66089;79307;95168;114202;528651;Very Large Number
7727;37177;44612;53534;64241;60046;92507;111008;133210;159852;191822;887963;Very Large Number
7728;51472;61766;74119;88943;7844;128078;153694;184433;221320;265584;1229409;Very Large Number
7729;97030;116436;139723;167668;16946;241442;289730;347676;417211;500653;2317569;Very Large Number
7730;28342;34010;40812;48974;71759;70523;84628;101554;121865;146238;676946;Very Large Number
7731;66732;80078;96094;115313;64884;166051;199261;239113;286936;344323;1593901;Very Large Number
7732;42883;51460;61752;74102;23348;106706;128047;153656;184387;221264;1024257;Very Large Number
7733;81169;97403;116884;140261;95333;201976;242371;290845;349014;418817;1938740;Very Large Number
7734;72356;86827;104192;125030;89163;180043;216052;259262;311114;373337;1728213;Very Large Number
7735;70814;84977;101972;122366;76800;176207;211448;253738;304486;365383;1691391;Very Large Number
7736;78353;94024;112829;135395;49412;194969;233963;280756;336907;404288;1871484;Very Large Number
7737;6533;7840;9408;11290;65835;16258;19510;23412;28094;33713;156058;Large Number
7738;61666;73999;88799;106559;76816;153445;184134;220961;265153;318184;1472900;Very Large Number
7739;6236;7483;8980;10776;68870;15517;18620;22344;26813;32176;148945;Large Number
7740;85915;103098;123718;148462;28924;213785;256542;307850;369420;443304;2052094;Very Large Number
7741;67628;81154;97385;116862;8007;168281;201937;242324;290789;348947;1615307;Very Large Number
7742;55898;67078;80494;96593;48293;139094;166913;200296;240355;288426;1335147;Very Large Number
7743;16567;19880;23856;28627;12808;41222;49466;59359;71231;85477;395685;Large Number
7744;7751;9301;11161;13393;16484;19286;23143;27772;33326;39991;185124;Large Number
7745;18462;22154;26585;31902;27857;45938;55126;66151;79381;95257;440956;Large Number
7746;23181;27817;33380;40056;6301;57680;69216;83059;99671;119605;553665;Very Large Number
7747;10129;12155;14586;17503;6565;25205;30246;36295;43554;52265;241938;Large Number
7748;62614;75137;90164;108197;23205;155803;186964;224357;269228;323074;1495538;Very Large Number
7749;97354;116825;140190;168228;83541;242249;290699;348839;418607;502328;2325319;Very Large Number
7750;17676;21211;25453;30544;94651;43984;52781;63337;76004;91205;422195;Large Number
7751;18694;22433;26920;32304;18285;46518;55822;66986;80383;96460;446520;Large Number
7752;33110;39732;47678;57214;72170;82388;98866;118639;142367;170840;790834;Very Large Number
7753;65700;78840;94608;113530;87781;163483;196180;235416;282499;338999;1569255;Very Large Number
7754;57313;68776;82531;99037;69775;142613;171136;205363;246436;295723;1368928;Very Large Number
7755;33962;40754;48905;58686;22117;84508;101410;121692;146030;175236;811183;Very Large Number
7756;68446;82135;98562;118274;51016;170315;204378;245254;294305;353166;1634835;Very Large Number
7757;41001;49201;59041;70849;78231;102023;122428;146914;176297;211556;979310;Very Large Number
7758;63112;75734;90881;109057;54612;157042;188450;226140;271368;325642;1507426;Very Large Number
7759;32065;38478;46174;55409;11420;79789;95747;114896;137875;165450;765883;Very Large Number
7760;32504;39005;46806;56167;35956;80880;97056;116467;139760;167712;776357;Very Large Number
7761;99717;119660;143592;172310;9979;248126;297751;357301;428761;514513;2381731;Very Large Number
7762;56332;67598;81118;97342;63728;140172;168206;201847;242216;290659;1345490;Very Large Number
7763;49131;58957;70748;84898;24595;122254;146705;176046;211255;253506;1173500;Very Large Number
7764;71096;85315;102378;122854;81196;176910;212292;254750;305700;366840;1698135;Very Large Number
7765;17142;20570;24684;29621;96095;42654;51185;61422;73706;88447;409431;Large Number
7766;25313;30376;36451;43741;22482;62987;75584;90701;108841;130609;604603;Very Large Number
7767;86256;103507;124208;149050;21428;214632;257558;309070;370884;445061;2060226;Very Large Number
7768;15497;18596;22315;26778;3054;38561;46273;55528;66634;79961;370143;Large Number
7769;2120;2544;3053;3664;36113;5276;6331;7597;9116;10939;50640;Large Number
7770;27449;32939;39527;47432;63356;68302;81962;98354;118025;141630;655620;Very Large Number
7771;2885;3462;4154;4985;76914;7178;8614;10337;12404;14885;68904;Large Number
7772;9118;10942;13130;15756;1264;22688;27226;32671;39205;47046;217782;Large Number
7773;79457;95348;114418;137302;39727;197714;237257;284708;341650;409980;1897834;Very Large Number
7774;62804;75365;90438;108526;94948;156277;187532;225038;270046;324055;1500081;Very Large Number
7775;87009;104411;125293;150352;41027;216506;259807;311768;374122;448946;2078214;Very Large Number
7776;48462;58154;69785;83742;31638;120588;144706;173647;208376;250051;1157511;Very Large Number
7777;901;1081;1297;1556;71504;2240;2688;3226;3871;4645;21505;Medium Number
7778;30712;36854;44225;53070;52653;76421;91705;110046;132055;158466;733554;Very Large Number
7779;55208;66250;79500;95400;27361;137376;164851;197821;237385;284862;1318653;Very Large Number
7780;14507;17408;20890;25068;10253;36098;43318;51982;62378;74854;346503;Large Number
7781;79068;94882;113858;136630;81114;196747;236096;283315;339978;407974;1888548;Very Large Number
7782;46270;55524;66629;79955;76022;115135;138162;165794;198953;238744;1105166;Very Large Number
7783;14946;17935;21522;25826;19847;37189;44627;53552;64262;77114;356973;Large Number
7784;63418;76102;91322;109586;13759;157804;189365;227238;272686;327223;1514744;Very Large Number
7785;26940;32328;38794;46553;15821;67037;80444;96533;115840;139008;643477;Very Large Number
7786;10109;12131;14557;17468;34314;25154;30185;36222;43466;52159;241451;Large Number
7787;72146;86575;103890;124668;28305;179522;215426;258511;310213;372256;1723207;Very Large Number
7788;55564;66677;80012;96014;29940;138260;165912;199094;238913;286696;1327142;Very Large Number
7789;27895;33474;40169;48203;67357;69413;83296;99955;119946;143935;666286;Very Large Number
7790;8589;10307;12368;14842;12999;21372;25646;30775;36930;44316;205145;Large Number
7791;28404;34085;40902;49082;34024;70678;84814;101777;122132;146558;678432;Very Large Number
7792;82250;98700;118440;142128;31652;204665;245598;294718;353662;424394;1964555;Very Large Number
7793;78702;94442;113330;135996;83649;195834;235001;282001;338401;406081;1879788;Very Large Number
7794;6645;7974;9569;11483;5903;16536;19843;23812;28574;34289;158725;Large Number
7795;16470;19764;23717;28460;81991;40982;49178;59014;70817;84980;393382;Large Number
7796;34511;41413;49696;59635;70521;85874;103049;123659;148391;178069;824297;Very Large Number
7797;74327;89192;107030;128436;9642;184948;221938;266326;319591;383509;1775297;Very Large Number
7798;43284;51941;62329;74795;15597;107705;129246;155095;186114;223337;1033846;Very Large Number
7799;94512;113414;136097;163316;74116;235175;282210;338652;406382;487658;2257416;Very Large Number
7800;12735;15282;18338;22006;31514;31688;38026;45631;54757;65708;304171;Large Number
7801;64469;77363;92836;111403;90389;160421;192505;231006;277207;332648;1539858;Very Large Number
7802;34529;41435;49722;59666;57351;85919;103103;123724;148469;178163;824730;Very Large Number
7803;68282;81938;98326;117991;57973;169907;203888;244666;293599;352319;1630916;Very Large Number
7804;61735;74082;88898;106678;38102;153617;184340;221208;265450;318540;1474548;Very Large Number
7805;52846;63415;76098;91318;45323;131498;157798;189358;227230;272676;1262237;Very Large Number
7806;73957;88748;106498;127798;93294;184030;220836;265003;318004;381605;1766479;Very Large Number
7807;87043;104452;125342;150410;79756;216590;259908;311890;374268;449122;2079025;Very Large Number
7808;49679;59615;71538;85846;70341;123618;148342;178010;213612;256334;1186594;Very Large Number
7809;42653;51184;61421;73705;29864;106135;127362;152834;183401;220081;1018776;Very Large Number
7810;12531;15037;18044;21653;93434;31181;37417;44900;53880;64656;299299;Large Number
7811;13833;16600;19920;23904;71944;34422;41306;49567;59480;71376;330408;Large Number
7812;83475;100170;120204;144245;8470;207713;249256;299107;358928;430714;1993812;Very Large Number
7813;36264;43517;52220;62664;97983;90236;108283;129940;155928;187114;866166;Very Large Number
7814;17640;21168;25402;30482;98886;43894;52673;63208;75850;91020;421337;Large Number
7815;29896;35875;43050;51660;68786;74390;89268;107122;128546;154255;714062;Very Large Number
7816;62777;75332;90398;108478;86313;156209;187451;224941;269929;323915;1499430;Very Large Number
7817;40650;48780;58536;70243;99168;101150;121380;145656;174787;209744;970926;Very Large Number
7818;70930;85116;102139;122567;76132;176496;211795;254154;304985;365982;1694164;Very Large Number
7819;76669;92003;110404;132485;20234;190778;228934;274721;329665;395598;1831257;Very Large Number
7820;92888;111466;133759;160511;31943;231136;277363;332836;399403;479284;2218646;Very Large Number
7821;83700;100440;120528;144634;44499;208273;249928;299914;359897;431876;1999190;Very Large Number
7822;59680;71616;85939;103127;93591;148502;178202;213842;256610;307932;1425450;Very Large Number
7823;74402;89282;107138;128566;82592;185135;222162;266594;319913;383896;1777088;Very Large Number
7824;84493;101392;121670;146004;30178;210246;252295;302754;363305;435966;2018125;Very Large Number
7825;62470;74964;89957;107948;44916;155446;186535;223842;268610;322332;1492104;Very Large Number
7826;2834;3401;4081;4897;33386;7051;8461;10153;12184;14621;67683;Large Number
7827;5257;6308;7570;9084;59341;13081;15697;18836;22603;27124;125560;Large Number
7828;91959;110351;132421;158905;47473;228823;274588;329506;395407;474488;2196448;Very Large Number
7829;58019;69623;83548;100258;28465;144372;173246;207895;249474;299369;1385804;Very Large Number
7830;28135;33762;40514;48617;35758;70008;84010;100812;120974;145169;672001;Very Large Number
7831;26877;32252;38702;46442;41124;66876;80251;96301;115561;138673;641935;Very Large Number
7832;59263;71116;85339;102407;60340;147466;176959;212351;254821;305785;1415507;Very Large Number
7833;50831;60997;73196;87835;28465;126482;151778;182134;218561;262273;1214087;Very Large Number
7834;29815;35778;42934;51521;17407;74190;89028;106834;128201;153841;712142;Very Large Number
7835;20588;24706;29647;35576;63541;51229;61475;73770;88524;106229;491744;Large Number
7836;56602;67922;81506;97807;88458;140842;169010;202812;243374;292049;1351924;Very Large Number
7837;26228;31474;37769;45323;1154;65266;78319;93983;112780;135336;626478;Very Large Number
7838;75389;90467;108560;130272;83325;187591;225109;270131;324157;388988;1800664;Very Large Number
7839;50692;60830;72996;87595;26904;126137;151364;181637;217964;261557;1210772;Very Large Number
7840;43685;52422;62906;75487;5091;108701;130441;156529;187835;225402;1043408;Very Large Number
7841;11115;13338;16006;19207;7824;27658;33190;39828;47794;57353;265489;Large Number
7842;3841;4609;5531;6637;32132;9557;11468;13762;16514;19817;91736;Large Number
7843;25998;31198;37438;44926;96153;64693;77632;93158;111790;134148;620981;Very Large Number
7844;63556;76267;91520;109824;2745;158147;189776;227731;273277;327932;1518030;Very Large Number
7845;96153;115384;138461;166153;69427;239261;287113;344536;413443;496132;2296636;Very Large Number
7846;18825;22590;27108;32530;77495;46843;56212;67454;80945;97134;449641;Large Number
7847;10330;12396;14875;17850;76758;25704;30845;37014;44417;53300;246731;Large Number
7848;39486;47383;56860;68232;7565;98254;117905;141486;169783;203740;943129;Very Large Number
7849;20281;24337;29204;35045;82718;50465;60558;72670;87204;104645;484409;Large Number
7850;45023;54028;64834;77801;51533;112033;134440;161328;193594;232313;1075394;Very Large Number
7851;80696;96835;116202;139442;25098;200796;240955;289146;346975;416370;1927417;Very Large Number
7852;29554;35465;42558;51070;63623;73541;88249;105899;127079;152495;705910;Very Large Number
7853;26277;31532;37838;45406;19482;65384;78461;94153;112984;135581;627616;Very Large Number
7854;98726;118471;142165;170598;45247;245662;294794;353753;424504;509405;2358078;Very Large Number
7855;69028;82834;99401;119281;9058;171764;206117;247340;296808;356170;1648743;Very Large Number
7856;48194;57833;69400;83280;883;119923;143908;172690;207228;248674;1151130;Very Large Number
7857;75156;90187;108224;129869;69427;187012;224414;269297;323156;387787;1795102;Very Large Number
7858;98587;118304;141965;170358;35670;245316;294379;353255;423906;508687;2354757;Very Large Number
7859;67071;80485;96582;115898;43200;166894;200273;240328;288394;346073;1601998;Very Large Number
7860;6708;8050;9660;11592;40100;16692;20030;24036;28843;34612;160223;Large Number
7861;9401;11281;13537;16244;93272;23392;28070;33684;40421;48505;224535;Large Number
7862;97240;116688;140026;168031;19526;241964;290357;348428;418114;501737;2322585;Very Large Number
7863;45796;54955;65946;79135;97401;113954;136745;164094;196913;236296;1093834;Very Large Number
7864;72478;86974;104369;125243;51462;180350;216420;259704;311645;373974;1731157;Very Large Number
7865;92099;110519;132623;159148;82642;229174;275009;330011;396013;475216;2199812;Very Large Number
7866;20859;25031;30037;36044;73887;51904;62285;74742;89690;107628;498220;Large Number
7867;45020;54024;64829;77795;61395;112025;134430;161316;193579;232295;1075313;Very Large Number
7868;41347;49616;59539;71447;95325;102883;123460;148152;177782;213338;987564;Very Large Number
7869;95027;114032;136838;164206;67922;236456;283747;340496;408595;490314;2269711;Very Large Number
7870;10858;13030;15636;18763;56156;27019;32423;38908;46690;56028;259355;Large Number
7871;3500;4200;5040;6048;53184;8710;10452;12542;15050;18060;83602;Large Number
7872;32473;38968;46762;56114;73342;80804;96965;116358;139630;167556;775630;Very Large Number
7873;3973;4768;5722;6866;51507;9887;11864;14237;17084;20501;94902;Large Number
7874;82863;99436;119323;143188;98999;206191;247429;296915;356298;427558;1979201;Very Large Number
7875;45881;55057;66068;79282;63;114166;136999;164399;197279;236735;1095866;Very Large Number
7876;22311;26773;32128;38554;83156;55518;66622;79946;95935;115122;532909;Very Large Number
7877;40812;48974;58769;70523;47528;101554;121865;146238;175486;210583;974804;Very Large Number
7878;38184;45821;54985;65982;17009;95014;114017;136820;164184;197021;912028;Very Large Number
7879;85062;102074;122489;146987;97118;211661;253993;304792;365750;438900;2031708;Very Large Number
7880;56630;67956;81547;97856;81244;140912;169094;202913;243496;292195;1352599;Very Large Number
7881;34888;41866;50239;60287;3066;86813;104176;125011;150013;180016;833309;Very Large Number
7882;89287;107144;128573;154288;95361;222175;266610;319932;383918;460702;2132629;Very Large Number
7883;75636;90763;108916;130699;67242;188207;225848;271018;325222;390266;1806575;Very Large Number
7884;35283;42340;50808;60970;62652;87797;105356;126427;151712;182054;842747;Very Large Number
7885;47560;57072;68486;82183;55397;118344;142013;170416;204499;245399;1135972;Very Large Number
7886;20969;25163;30196;36235;9322;52178;62614;75137;90164;108197;500853;Very Large Number
7887;36760;44112;52934;63521;47189;91470;109764;131717;158060;189672;878010;Very Large Number
7888;64392;77270;92724;111269;77847;160228;192274;230729;276875;332250;1538011;Very Large Number
7889;64607;77528;93034;111641;45798;160763;192916;231499;277799;333359;1543146;Very Large Number
7890;42701;51241;61489;73787;75329;106253;127504;153005;183606;220327;1019913;Very Large Number
7891;97737;117284;140741;168889;74082;243200;291840;350208;420250;504300;2334449;Very Large Number
7892;57470;68964;82757;99308;39816;143004;171605;205926;247111;296533;1372678;Very Large Number
7893;71678;86014;103217;123860;77093;178358;214030;256836;308203;369844;1712040;Very Large Number
7894;97722;117266;140719;168863;15114;243163;291796;350155;420186;504223;2334093;Very Large Number
7895;13123;15748;18898;22678;17;32657;39188;47026;56431;67717;313466;Large Number
7896;7485;8982;10778;12934;6935;18625;22350;26820;32184;38621;178779;Large Number
7897;35855;43026;51631;61957;90266;89218;107062;128474;154169;185003;856395;Very Large Number
